authorshipnumber,articlenumber,journal,volume,issue,startpage,pubyear,pubmonth,receiveddate,title,link1,link2,last,first,middle,position
1682,219,Ophthalmology,125,3,391,2018,3,24-Jul-17,Genetic Polymorphisms of CFH and ARMS2 Do Not Predict Response to Antioxidants and Zinc in Patients with Age-Related Macular Degeneration: Independent Statistical Evaluations of Data from the Age-Related Eye Disease Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29032853,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29032853&id=doi:10.1016%2Fj.ophtha.2017.09.008&issn=0161-6420&isbn=&volume=125&issue=3&spage=391&date=2018&title=Ophthalmology&atitle=Genetic+Polymorphisms+of+CFH+and+ARMS2+Do+Not+Predict+Response+to+Antioxidants+and+Zinc+in+Patients+with+Age-Related+Macular+Degeneration%3A+Independent+Statistical+Evaluations+of+Data+from+the+Age-Related+Eye+Disease+Study.&aulast=Assel&pid=%3CAN%3E29032853%3C%2FAN%3E,Li,Fan,,m
1683,219,Ophthalmology,125,3,391,2018,3,24-Jul-17,Genetic Polymorphisms of CFH and ARMS2 Do Not Predict Response to Antioxidants and Zinc in Patients with Age-Related Macular Degeneration: Independent Statistical Evaluations of Data from the Age-Related Eye Disease Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29032853,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29032853&id=doi:10.1016%2Fj.ophtha.2017.09.008&issn=0161-6420&isbn=&volume=125&issue=3&spage=391&date=2018&title=Ophthalmology&atitle=Genetic+Polymorphisms+of+CFH+and+ARMS2+Do+Not+Predict+Response+to+Antioxidants+and+Zinc+in+Patients+with+Age-Related+Macular+Degeneration%3A+Independent+Statistical+Evaluations+of+Data+from+the+Age-Related+Eye+Disease+Study.&aulast=Assel&pid=%3CAN%3E29032853%3C%2FAN%3E,Wang,Ying,,m
1684,219,Ophthalmology,125,3,391,2018,3,24-Jul-17,Genetic Polymorphisms of CFH and ARMS2 Do Not Predict Response to Antioxidants and Zinc in Patients with Age-Related Macular Degeneration: Independent Statistical Evaluations of Data from the Age-Related Eye Disease Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29032853,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29032853&id=doi:10.1016%2Fj.ophtha.2017.09.008&issn=0161-6420&isbn=&volume=125&issue=3&spage=391&date=2018&title=Ophthalmology&atitle=Genetic+Polymorphisms+of+CFH+and+ARMS2+Do+Not+Predict+Response+to+Antioxidants+and+Zinc+in+Patients+with+Age-Related+Macular+Degeneration%3A+Independent+Statistical+Evaluations+of+Data+from+the+Age-Related+Eye+Disease+Study.&aulast=Assel&pid=%3CAN%3E29032853%3C%2FAN%3E,Allen,Andrew,S,m
1685,219,Ophthalmology,125,3,391,2018,3,24-Jul-17,Genetic Polymorphisms of CFH and ARMS2 Do Not Predict Response to Antioxidants and Zinc in Patients with Age-Related Macular Degeneration: Independent Statistical Evaluations of Data from the Age-Related Eye Disease Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29032853,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29032853&id=doi:10.1016%2Fj.ophtha.2017.09.008&issn=0161-6420&isbn=&volume=125&issue=3&spage=391&date=2018&title=Ophthalmology&atitle=Genetic+Polymorphisms+of+CFH+and+ARMS2+Do+Not+Predict+Response+to+Antioxidants+and+Zinc+in+Patients+with+Age-Related+Macular+Degeneration%3A+Independent+Statistical+Evaluations+of+Data+from+the+Age-Related+Eye+Disease+Study.&aulast=Assel&pid=%3CAN%3E29032853%3C%2FAN%3E,Baggerly,Keith,A,m
1686,219,Ophthalmology,125,3,391,2018,3,24-Jul-17,Genetic Polymorphisms of CFH and ARMS2 Do Not Predict Response to Antioxidants and Zinc in Patients with Age-Related Macular Degeneration: Independent Statistical Evaluations of Data from the Age-Related Eye Disease Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29032853,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29032853&id=doi:10.1016%2Fj.ophtha.2017.09.008&issn=0161-6420&isbn=&volume=125&issue=3&spage=391&date=2018&title=Ophthalmology&atitle=Genetic+Polymorphisms+of+CFH+and+ARMS2+Do+Not+Predict+Response+to+Antioxidants+and+Zinc+in+Patients+with+Age-Related+Macular+Degeneration%3A+Independent+Statistical+Evaluations+of+Data+from+the+Age-Related+Eye+Disease+Study.&aulast=Assel&pid=%3CAN%3E29032853%3C%2FAN%3E,Vickers,Andrew,J,l
1687,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,Pietraszkiewicz,Alexandra,,f
1688,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,van Asten,Freekje,,m
1689,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,Kwong,Alan,,m
1690,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,Ratnapriya,Rinki,,m
1691,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,Abecasis,Goncalo,,m
1692,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,Swaroop,Anand,,m
1693,220,Ophthalmology,125,3,398,2018,3,13-Jul-17,Association of Rare Predicted Loss-of-Function Variants in Cellular Pathways with Sub-Phenotypes in Age-Related Macular Degeneration.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medc&AN=29224928,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29224928&id=doi:10.1016%2Fj.ophtha.2017.10.027&issn=0161-6420&isbn=&volume=125&issue=3&spage=398&date=2018&title=Ophthalmology&atitle=Association+of+Rare+Predicted+Loss-of-Function+Variants+in+Cellular+Pathways+with+Sub-Phenotypes+in+Age-Related+Macular+Degeneration.&aulast=Pietraszkiewicz&pid=%3CAN%3E29224928%3C%2FAN%3E,Chew,Emily,Y,l
1694,221,Ophthalmology,125,3,407,2018,3,31-May-17,Cellular Characterization of OCT and Outer Retinal Bands Using Specific Immunohistochemistry Markers and Clinical Implications.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29037595,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29037595&id=doi:10.1016%2Fj.ophtha.2017.09.016&issn=0161-6420&isbn=&volume=125&issue=3&spage=407&date=2018&title=Ophthalmology&atitle=Cellular+Characterization+of+OCT+and+Outer+Retinal+Bands+Using+Specific+Immunohistochemistry+Markers+and+Clinical+Implications.&aulast=Cuenca&pid=%3CAN%3E29037595%3C%2FAN%3E,Cuenca,Nicolas,,f
1695,221,Ophthalmology,125,3,407,2018,3,31-May-17,Cellular Characterization of OCT and Outer Retinal Bands Using Specific Immunohistochemistry Markers and Clinical Implications.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29037595,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29037595&id=doi:10.1016%2Fj.ophtha.2017.09.016&issn=0161-6420&isbn=&volume=125&issue=3&spage=407&date=2018&title=Ophthalmology&atitle=Cellular+Characterization+of+OCT+and+Outer+Retinal+Bands+Using+Specific+Immunohistochemistry+Markers+and+Clinical+Implications.&aulast=Cuenca&pid=%3CAN%3E29037595%3C%2FAN%3E,Ortuno-Lizaran,Isabel,,m
1696,221,Ophthalmology,125,3,407,2018,3,31-May-17,Cellular Characterization of OCT and Outer Retinal Bands Using Specific Immunohistochemistry Markers and Clinical Implications.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29037595,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29037595&id=doi:10.1016%2Fj.ophtha.2017.09.016&issn=0161-6420&isbn=&volume=125&issue=3&spage=407&date=2018&title=Ophthalmology&atitle=Cellular+Characterization+of+OCT+and+Outer+Retinal+Bands+Using+Specific+Immunohistochemistry+Markers+and+Clinical+Implications.&aulast=Cuenca&pid=%3CAN%3E29037595%3C%2FAN%3E,Pinilla,Isabel,,l
1697,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Khan,M,Ali,f
1698,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Kuley,Alexander,,m
1699,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Riemann,Christopher,D,m
1700,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Berrocal,Maria,H,m
1701,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Lakhanpal,Rohit,R,m
1702,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Hsu,Jason,,m
1703,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Sivalingam,Arunan,,m
1704,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Ho,Allen,C,m
1705,222,Ophthalmology,125,3,423,2018,3,31-May-17,Long-Term Visual Outcomes and Safety Profile of 27-Gauge Pars Plana Vitrectomy for Posterior Segment Disease.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29146307,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29146307&id=doi:10.1016%2Fj.ophtha.2017.09.013&issn=0161-6420&isbn=&volume=125&issue=3&spage=423&date=2018&title=Ophthalmology&atitle=Long-Term+Visual+Outcomes+and+Safety+Profile+of+27-Gauge+Pars+Plana+Vitrectomy+for+Posterior+Segment+Disease.&aulast=Khan&pid=%3CAN%3E29146307%3C%2FAN%3E,Regillo,Carl,D,l
1706,223,Ophthalmology,125,3,432,2018,3,12-Jul-17,Assessment of the Electronic Retinal Implant Alpha AMS in Restoring Vision to Blind Patients with End-Stage Retinitis Pigmentosa.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29110946,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29110946&id=doi:10.1016%2Fj.ophtha.2017.09.019&issn=0161-6420&isbn=&volume=125&issue=3&spage=432&date=2018&title=Ophthalmology&atitle=Assessment+of+the+Electronic+Retinal+Implant+Alpha+AMS+in+Restoring+Vision+to+Blind+Patients+with+End-Stage+Retinitis+Pigmentosa.&aulast=Edwards&pid=%3CAN%3E29110946%3C%2FAN%3E,Edwards,Thomas,L,f
1707,223,Ophthalmology,125,3,432,2018,3,12-Jul-17,Assessment of the Electronic Retinal Implant Alpha AMS in Restoring Vision to Blind Patients with End-Stage Retinitis Pigmentosa.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29110946,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29110946&id=doi:10.1016%2Fj.ophtha.2017.09.019&issn=0161-6420&isbn=&volume=125&issue=3&spage=432&date=2018&title=Ophthalmology&atitle=Assessment+of+the+Electronic+Retinal+Implant+Alpha+AMS+in+Restoring+Vision+to+Blind+Patients+with+End-Stage+Retinitis+Pigmentosa.&aulast=Edwards&pid=%3CAN%3E29110946%3C%2FAN%3E,Cottriall,Charles,L,m
1708,223,Ophthalmology,125,3,432,2018,3,12-Jul-17,Assessment of the Electronic Retinal Implant Alpha AMS in Restoring Vision to Blind Patients with End-Stage Retinitis Pigmentosa.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29110946,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29110946&id=doi:10.1016%2Fj.ophtha.2017.09.019&issn=0161-6420&isbn=&volume=125&issue=3&spage=432&date=2018&title=Ophthalmology&atitle=Assessment+of+the+Electronic+Retinal+Implant+Alpha+AMS+in+Restoring+Vision+to+Blind+Patients+with+End-Stage+Retinitis+Pigmentosa.&aulast=Edwards&pid=%3CAN%3E29110946%3C%2FAN%3E,Xue,Kanmin,,m
1709,223,Ophthalmology,125,3,432,2018,3,12-Jul-17,Assessment of the Electronic Retinal Implant Alpha AMS in Restoring Vision to Blind Patients with End-Stage Retinitis Pigmentosa.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=29110946,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:29110946&id=doi:10.1016%2Fj.ophtha.2017.09.019&issn=0161-6420&isbn=&volume=125&issue=3&spage=432&date=2018&title=Ophthalmology&atitle=Assessment+of+the+Electronic+Retinal+Implant+Alpha+AMS+in+Restoring+Vision+to+Blind+Patients+with+End-Stage+Retinitis+Pigmentosa.&aulast=Edwards&pid=%3CAN%3E29110946%3C%2FAN%3E,Simunovic,Matthew,P,m
